LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,Default_Payment,Bill_Amount_Total,Pay_Amount_Total,Bill_Amount_Average,Pay_Amount_Average,Repayment_Status_Total,Repayment_Status_Average,Bill_Amount_Total_cluster,Bill_Amount_Average_cluster,Pay_Amount_Total_cluster,Pay_Amount_Average_cluster,Repayment_Status_Total_cluster,Repayment_Status_Average_cluster,AGE_cluster
40000,1,1,2,26,0,108837,32092,18139.5,5348.666666666667,6,1.0,0,0,0,0,6,7,6
180000,2,3,1,43,1,16770,15813,2795.0,2635.5,-4,-0.6666666666666666,0,0,0,0,2,9,1
290000,1,2,1,50,0,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,5
50000,2,1,2,26,1,166445,7431,27740.833333333332,1238.5,11,1.8333333333333333,3,3,0,0,3,3,6
150000,2,1,2,32,0,57936,29657,9656.0,4942.833333333333,-3,-0.5,0,0,0,0,2,9,8
50000,1,2,1,41,0,188393,24220,31398.833333333332,4036.6666666666665,-1,-0.16666666666666666,3,3,0,0,4,4,9
20000,1,2,1,36,0,111418,5825,18569.666666666668,970.8333333333334,0,0.0,0,0,0,0,4,4,4
180000,2,1,2,28,0,990640,38200,165106.66666666666,6366.666666666667,12,2.0,4,4,0,0,3,3,6
360000,1,1,2,30,0,47463,22222,7910.5,3703.6666666666665,-6,-1.0,0,0,0,0,5,1,0
90000,2,3,1,33,1,514963,19014,85827.16666666667,3169.0,0,0.0,1,1,0,0,4,4,8
450000,1,1,1,48,0,194692,262695,32448.666666666668,43782.5,-12,-2.0,3,3,1,1,0,2,5
140000,1,1,2,29,0,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,0
400000,2,1,2,27,0,31899,60212,5316.5,10035.333333333334,-6,-1.0,0,0,2,2,5,1,6
50000,2,2,1,30,0,17155,17622,2859.1666666666665,2937.0,-3,-0.5,0,0,0,0,2,9,0
420000,2,2,1,50,0,2015902,360781,335983.6666666667,60130.166666666664,0,0.0,2,2,3,3,4,4,5
390000,2,1,2,35,1,1471492,63110,245248.66666666666,10518.333333333334,0,0.0,4,4,2,2,4,4,8
200000,2,2,1,40,0,124737,94950,20789.5,15825.0,-12,-2.0,0,0,2,2,0,2,9
130000,1,1,2,29,0,519642,38700,86607.0,6450.0,0,0.0,1,1,0,0,4,4,0
360000,2,1,2,36,0,9251,9320,1541.8333333333333,1553.3333333333333,-6,-1.0,0,0,0,0,5,1,4
290000,1,2,1,46,0,932018,35249,155336.33333333334,5874.833333333333,0,0.0,4,4,0,0,4,4,1
120000,2,2,2,24,0,699239,26960,116539.83333333333,4493.333333333333,2,0.3333333333333333,1,1,0,0,1,0,3
40000,2,1,2,24,1,221934,9533,36989.0,1588.8333333333333,2,0.3333333333333333,3,3,0,0,1,0,3
500000,1,1,1,42,0,140923,238501,23487.166666666668,39750.166666666664,-7,-1.1666666666666667,0,0,1,1,5,1,9
150000,2,1,1,36,0,58559,49635,9759.833333333334,8272.5,-12,-2.0,0,0,2,2,0,2,4
240000,2,1,2,26,1,13699,9232,2283.1666666666665,1538.6666666666667,-2,-0.3333333333333333,0,0,0,0,2,9,6
80000,1,3,2,44,0,67537,4395,11256.166666666666,732.5,0,0.0,0,0,0,0,4,4,1
220000,2,1,1,48,0,11014,9824,1835.6666666666667,1637.3333333333333,-10,-1.6666666666666667,0,0,0,0,8,6,5
110000,2,1,1,31,0,63918,65918,10653.0,10986.333333333334,-11,-1.8333333333333333,0,0,2,2,0,2,0
220000,2,2,1,52,0,207997,112388,34666.166666666664,18731.333333333332,0,0.0,3,3,2,2,4,4,5
100000,2,2,2,34,0,3330,8216,555.0,1369.3333333333333,-5,-0.8333333333333334,0,0,0,0,5,1,8
70000,2,3,1,42,0,54170,9295,9028.333333333334,1549.1666666666667,0,0.0,0,0,0,0,4,4,9
50000,2,2,1,27,0,97325,4440,16220.833333333334,740.0,11,1.8333333333333333,0,0,0,0,3,3,6
200000,2,1,2,32,0,76064,67521,12677.333333333334,11253.5,-6,-1.0,0,0,2,2,5,1,8
220000,1,3,1,42,0,9387,12752,1564.5,2125.3333333333335,-6,-1.0,0,0,0,0,5,1,9
200000,2,3,1,42,0,1036473,43250,172745.5,7208.333333333333,2,0.3333333333333333,4,4,2,2,1,0,9
350000,2,1,1,43,0,95517,179308,15919.5,29884.666666666668,-5,-0.8333333333333334,0,0,1,1,5,1,1
80000,2,3,2,24,0,232535,14633,38755.833333333336,2438.8333333333335,2,0.3333333333333333,3,3,0,0,1,0,3
50000,2,2,2,56,0,178974,7120,29829.0,1186.6666666666667,0,0.0,3,3,0,0,4,4,2
200000,1,1,2,32,0,2376,2376,396.0,396.0,-6,-1.0,0,0,0,0,5,1,8
60000,2,3,1,31,0,137323,43637,22887.166666666668,7272.833333333333,0,0.0,0,0,2,2,4,4,0
50000,1,3,1,49,1,101580,2400,16930.0,400.0,-6,-1.0,0,0,0,0,5,1,5
360000,2,1,2,33,0,11439,5827,1906.5,971.1666666666666,-8,-1.3333333333333333,0,0,0,0,8,6,8
30000,2,3,2,50,1,4088,2970,681.3333333333334,495.0,-4,-0.6666666666666666,0,0,0,0,2,9,5
90000,2,2,2,32,0,469835,17250,78305.83333333333,2875.0,14,2.3333333333333335,1,1,0,0,3,3,8
200000,2,1,1,32,0,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,8
100000,1,-1,2,51,0,592804,21811,98800.66666666667,3635.1666666666665,2,0.3333333333333333,1,1,0,0,1,0,5
200000,2,3,2,49,0,1191942,50650,198657.0,8441.666666666666,2,0.3333333333333333,4,4,2,2,1,0,5
300000,2,1,1,26,1,11512,6264,1918.6666666666667,1044.0,-4,-0.6666666666666666,0,0,0,0,2,9,6
10000,1,3,1,30,0,60055,4315,10009.166666666666,719.1666666666666,5,0.8333333333333334,0,0,0,0,6,7,0
400000,1,2,2,44,0,45700,3404,7616.666666666667,567.3333333333334,0,0.0,0,0,0,0,4,4,1
130000,2,3,1,34,1,772577,25932,128762.83333333333,4322.0,9,1.5,1,1,0,0,6,7,8
180000,1,2,2,50,0,5432,4276,905.3333333333334,712.6666666666666,-5,-0.8333333333333334,0,0,0,0,5,1,5
370000,2,3,2,27,0,833412,127500,138902.0,21250.0,0,0.0,1,1,1,1,4,4,6
60000,2,1,2,46,0,136285,13500,22714.166666666668,2250.0,2,0.3333333333333333,0,0,0,0,1,0,1
210000,2,1,2,29,0,989056,194795,164842.66666666666,32465.833333333332,0,0.0,4,4,1,1,4,4,0
70000,2,3,1,46,1,79612,5350,13268.666666666666,891.6666666666666,6,1.0,0,0,0,0,6,7,1
20000,2,1,2,33,0,97061,3904,16176.833333333334,650.6666666666666,13,2.1666666666666665,0,0,0,0,3,3,8
200000,2,1,2,35,0,471640,21094,78606.66666666667,3515.6666666666665,0,0.0,1,1,0,0,4,4,8
130000,2,2,1,30,0,81995,9000,13665.833333333334,1500.0,-2,-0.3333333333333333,0,0,0,0,2,9,0
120000,1,2,1,38,0,581881,12331,96980.16666666667,2055.1666666666665,11,1.8333333333333333,1,1,0,0,3,3,4
330000,2,1,1,34,0,358554,265432,59759.0,44238.666666666664,-2,-0.3333333333333333,3,3,1,1,2,9,8
30000,2,3,1,54,1,157081,9500,26180.166666666668,1583.3333333333333,8,1.3333333333333333,0,0,0,0,6,7,2
480000,2,2,2,39,0,2573668,242364,428944.6666666667,40394.0,0,0.0,2,2,1,1,4,4,9
100000,1,1,2,39,0,7739,6658,1289.8333333333333,1109.6666666666667,-6,-1.0,0,0,0,0,5,1,9
270000,2,1,1,43,0,17357,30255,2892.8333333333335,5042.5,-12,-2.0,0,0,0,0,0,2,1
40000,2,3,1,55,1,14400,0,2400.0,0.0,32,5.333333333333333,0,0,0,0,7,5,2
180000,2,2,2,34,0,1070042,34314,178340.33333333334,5719.0,3,0.5,4,4,0,0,1,0,8
240000,1,2,2,25,1,898791,43296,149798.5,7216.0,2,0.3333333333333333,4,4,2,2,1,0,3
210000,2,1,1,38,0,51166,62936,8527.666666666666,10489.333333333334,-9,-1.5,0,0,2,2,8,6,4
50000,2,2,2,23,0,211859,50808,35309.833333333336,8468.0,3,0.5,3,3,2,2,1,0,3
230000,2,3,1,44,0,16012,17595,2668.6666666666665,2932.5,-6,-1.0,0,0,0,0,5,1,1
50000,2,2,2,24,1,2675,0,445.8333333333333,0.0,-10,-1.6666666666666667,0,0,0,0,8,6,3
250000,2,1,2,41,0,26166,12881,4361.0,2146.8333333333335,5,0.8333333333333334,0,0,0,0,6,7,9
120000,2,3,1,45,0,0,0,0.0,0.0,-12,-2.0,0,0,0,0,0,2,1
160000,1,2,1,35,0,13937,12722,2322.8333333333335,2120.3333333333335,-10,-1.6666666666666667,0,0,0,0,8,6,8
210000,1,2,1,29,0,15131,23283,2521.8333333333335,3880.5,-6,-1.0,0,0,0,0,5,1,0
260000,2,1,2,29,0,1068162,35513,178027.0,5918.833333333333,0,0.0,4,4,0,0,4,4,0
310000,2,2,1,32,0,475974,22000,79329.0,3666.6666666666665,0,0.0,1,1,0,0,4,4,8
50000,2,3,1,42,1,288544,28180,48090.666666666664,4696.666666666667,0,0.0,3,3,0,0,4,4,9
360000,2,1,2,30,0,4572,3822,762.0,637.0,-12,-2.0,0,0,0,0,0,2,0
50000,2,1,2,24,0,230754,7526,38459.0,1254.3333333333333,0,0.0,3,3,0,0,4,4,3
240000,1,2,1,44,0,1172687,46506,195447.83333333334,7751.0,0,0.0,4,4,2,2,4,4,1
500000,1,3,1,49,0,126085,45513,21014.166666666668,7585.5,-4,-0.6666666666666666,0,0,2,2,2,9,5
150000,2,1,1,40,0,900831,39683,150138.5,6613.833333333333,0,0.0,4,4,0,0,4,4,9
160000,2,2,1,38,0,1896,1896,316.0,316.0,-6,-1.0,0,0,0,0,5,1,4
410000,2,2,2,42,0,513987,322030,85664.5,53671.666666666664,-2,-0.3333333333333333,1,1,3,3,2,9,9
50000,2,3,2,63,0,298265,13601,49710.833333333336,2266.8333333333335,8,1.3333333333333333,3,3,0,0,6,7,7
50000,1,3,2,38,0,191296,6290,31882.666666666668,1048.3333333333333,0,0.0,3,3,0,0,4,4,4
170000,2,1,2,29,0,362445,95015,60407.5,15835.833333333334,-1,-0.16666666666666666,3,3,2,2,4,4,0
100000,2,1,2,47,0,22970,0,3828.3333333333335,0.0,-8,-1.3333333333333333,0,0,0,0,8,6,1
230000,1,1,1,46,1,1195991,50822,199331.83333333334,8470.333333333334,10,1.6666666666666667,4,4,2,2,3,3,1
20000,1,2,2,30,1,112891,6000,18815.166666666668,1000.0,5,0.8333333333333334,0,0,0,0,6,7,0
170000,2,1,1,50,0,14745,13747,2457.5,2291.1666666666665,-12,-2.0,0,0,0,0,0,2,5
160000,2,1,2,36,1,5862,3582,977.0,597.0,4,0.6666666666666666,0,0,0,0,1,0,4
400000,1,3,2,35,0,1125,2301,187.5,383.5,-8,-1.3333333333333333,0,0,0,0,8,6,8
340000,2,1,2,29,0,405672,12862,67612.0,2143.6666666666665,0,0.0,3,3,0,0,4,4,0
90000,1,3,1,31,1,449299,28000,74883.16666666667,4666.666666666667,18,3.0,3,3,0,0,9,8,0
140000,2,1,2,32,0,138180,98862,23030.0,16477.0,-3,-0.5,0,0,2,2,2,9,8
280000,2,2,1,27,0,8493,8394,1415.5,1399.0,-12,-2.0,0,0,0,0,0,2,6
180000,2,2,1,40,0,15390,8402,2565.0,1400.3333333333333,-1,-0.16666666666666666,0,0,0,0,4,4,9
500000,1,1,1,53,0,25154,31606,4192.333333333333,5267.666666666667,0,0.0,0,0,0,0,4,4,2
360000,2,1,1,34,0,32562,23862,5427.0,3977.0,-12,-2.0,0,0,0,0,0,2,8
50000,1,1,2,23,0,55712,3923,9285.333333333334,653.8333333333334,0,0.0,0,0,0,0,4,4,3
220000,1,1,1,55,0,90132,210303,15022.0,35050.5,-7,-1.1666666666666667,0,0,1,1,5,1,2
500000,1,1,1,35,0,660965,21211,110160.83333333333,3535.1666666666665,2,0.3333333333333333,1,1,0,0,1,0,8
100000,1,2,2,41,0,780,0,130.0,0.0,-10,-1.6666666666666667,0,0,0,0,8,6,9
20000,2,1,2,29,1,6120,6335,1020.0,1055.8333333333333,-6,-1.0,0,0,0,0,5,1,0
80000,2,3,1,26,0,275585,35424,45930.833333333336,5904.0,-1,-0.16666666666666666,3,3,0,0,4,4,6
160000,2,1,1,38,0,4962,4962,827.0,827.0,-6,-1.0,0,0,0,0,5,1,4
240000,1,2,1,39,0,2317,4385,386.1666666666667,730.8333333333334,-5,-0.8333333333333334,0,0,0,0,5,1,9
450000,1,3,1,36,0,550,0,91.66666666666667,0.0,-10,-1.6666666666666667,0,0,0,0,8,6,4
50000,1,3,2,39,0,109278,54810,18213.0,9135.0,0,0.0,0,0,2,2,4,4,9
150000,1,2,1,37,1,181056,9329,30176.0,1554.8333333333333,0,0.0,3,3,0,0,4,4,4
290000,2,2,1,36,0,640146,17610,106691.0,2935.0,0,0.0,1,1,0,0,4,4,4
50000,2,2,2,22,0,62414,32537,10402.333333333334,5422.833333333333,-1,-0.16666666666666666,0,0,0,0,4,4,3
80000,1,3,1,38,0,20445,21560,3407.5,3593.3333333333335,-1,-0.16666666666666666,0,0,0,0,4,4,4
50000,1,2,2,45,1,174103,7600,29017.166666666668,1266.6666666666667,17,2.8333333333333335,3,3,0,0,9,8,1
50000,1,2,1,30,0,53873,4567,8978.833333333334,761.1666666666666,0,0.0,0,0,0,0,4,4,0
500000,1,2,1,42,0,942883,371355,157147.16666666666,61892.5,0,0.0,4,4,3,3,4,4,9
500000,2,1,1,39,1,94465,102139,15744.166666666666,17023.166666666668,-12,-2.0,0,0,2,2,0,2,9
200000,2,3,1,40,0,231450,18032,38575.0,3005.3333333333335,2,0.3333333333333333,3,3,0,0,1,0,9
30000,2,3,1,22,0,165025,4331,27504.166666666668,721.8333333333334,4,0.6666666666666666,3,3,0,0,1,0,3
80000,2,3,1,51,0,23541,23193,3923.5,3865.5,-12,-2.0,0,0,0,0,0,2,5
50000,2,1,1,50,0,283442,21775,47240.333333333336,3629.1666666666665,3,0.5,3,3,0,0,1,0,5
50000,1,2,1,31,1,273600,12300,45600.0,2050.0,6,1.0,3,3,0,0,6,7,0
280000,2,2,2,38,0,516009,24092,86001.5,4015.3333333333335,0,0.0,1,1,0,0,4,4,4
260000,2,2,1,48,0,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,5
30000,2,2,2,22,0,73428,24950,12238.0,4158.333333333333,0,0.0,0,0,0,0,4,4,3
210000,2,1,1,28,0,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,6
50000,2,2,1,31,1,278452,10332,46408.666666666664,1722.0,2,0.3333333333333333,3,3,0,0,1,0,0
20000,2,2,1,29,0,62786,4093,10464.333333333334,682.1666666666666,0,0.0,0,0,0,0,4,4,0
310000,2,1,1,47,0,694521,33839,115753.5,5639.833333333333,2,0.3333333333333333,1,1,0,0,1,0,1
100000,2,2,1,42,0,3338,4392,556.3333333333334,732.0,-6,-1.0,0,0,0,0,5,1,9
180000,2,2,2,36,1,954921,39200,159153.5,6533.333333333333,2,0.3333333333333333,4,4,0,0,1,0,4
100000,1,1,2,26,0,83211,23270,13868.5,3878.3333333333335,0,0.0,0,0,0,0,4,4,6
20000,1,2,2,25,1,24862,10821,4143.666666666667,1803.5,2,0.3333333333333333,0,0,0,0,1,0,3
240000,2,2,2,46,0,819296,31004,136549.33333333334,5167.333333333333,0,0.0,1,1,0,0,4,4,1
200000,1,2,2,45,0,1047054,44200,174509.0,7366.666666666667,0,0.0,4,4,2,2,4,4,1
30000,2,2,2,24,0,19727,17477,3287.8333333333335,2912.8333333333335,-1,-0.16666666666666666,0,0,0,0,4,4,3
500000,2,2,2,38,0,140399,128045,23399.833333333332,21340.833333333332,-6,-1.0,0,0,1,1,5,1,4
230000,2,3,1,43,0,5831,5148,971.8333333333334,858.0,-12,-2.0,0,0,0,0,0,2,1
110000,2,3,2,27,1,167424,31161,27904.0,5193.5,2,0.3333333333333333,3,3,0,0,1,0,6
230000,2,1,2,34,0,145922,150626,24320.333333333332,25104.333333333332,-3,-0.5,0,0,1,1,2,9,8
80000,2,1,1,45,1,455400,16900,75900.0,2816.6666666666665,5,0.8333333333333334,3,3,0,0,6,7,1
200000,2,1,1,33,0,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,8
80000,2,3,2,51,0,362393,16013,60398.833333333336,2668.8333333333335,0,0.0,3,3,0,0,4,4,5
170000,1,2,1,30,0,771972,30000,128662.0,5000.0,0,0.0,1,1,0,0,4,4,0
120000,2,1,1,31,0,9253,4469,1542.1666666666667,744.8333333333334,-2,-0.3333333333333333,0,0,0,0,2,9,0
100000,2,1,1,45,1,5220,5220,870.0,870.0,-7,-1.1666666666666667,0,0,0,0,5,1,1
210000,2,1,2,34,0,305380,6340,50896.666666666664,1056.6666666666667,-7,-1.1666666666666667,3,3,0,0,5,1,8
300000,2,1,2,26,0,10815,10374,1802.5,1729.0,-6,-1.0,0,0,0,0,5,1,6
70000,2,2,2,49,0,3112,2939,518.6666666666666,489.8333333333333,-4,-0.6666666666666666,0,0,0,0,2,9,5
30000,2,2,2,40,0,13097,13653,2182.8333333333335,2275.5,-8,-1.3333333333333333,0,0,0,0,8,6,9
30000,2,2,1,51,0,75981,4378,12663.5,729.6666666666666,0,0.0,0,0,0,0,4,4,5
80000,2,2,1,30,0,397304,21764,66217.33333333333,3627.3333333333335,0,0.0,3,3,0,0,4,4,0
180000,2,1,1,37,0,115153,94516,19192.166666666668,15752.666666666666,-6,-1.0,0,0,2,2,5,1,4
360000,2,1,1,28,0,653397,45950,108899.5,7658.333333333333,-2,-0.3333333333333333,1,1,2,2,2,9,6
50000,1,2,1,46,0,223101,14500,37183.5,2416.6666666666665,0,0.0,3,3,0,0,4,4,1
170000,1,-1,1,35,0,454696,21264,75782.66666666667,3544.0,0,0.0,3,3,0,0,4,4,8
230000,2,2,1,40,0,369,369,61.5,61.5,-12,-2.0,0,0,0,0,0,2,9
500000,1,1,1,44,0,124629,134787,20771.5,22464.5,-6,-1.0,0,0,1,1,5,1,1
30000,1,2,2,26,1,77653,4500,12942.166666666666,750.0,14,2.3333333333333335,0,0,0,0,3,3,6
120000,1,1,2,31,1,18431,24215,3071.8333333333335,4035.8333333333335,-6,-1.0,0,0,0,0,5,1,0
200000,1,1,2,38,1,15527,12703,2587.8333333333335,2117.1666666666665,-12,-2.0,0,0,0,0,0,2,4
60000,2,3,1,38,0,88472,18047,14745.333333333334,3007.8333333333335,-2,-0.3333333333333333,0,0,0,0,2,9,4
140000,1,2,2,39,0,840238,28200,140039.66666666666,4700.0,5,0.8333333333333334,1,1,0,0,6,7,9
50000,1,3,2,44,0,137508,6000,22918.0,1000.0,-2,-0.3333333333333333,0,0,0,0,2,9,1
90000,2,2,1,35,0,74081,69516,12346.833333333334,11586.0,-6,-1.0,0,0,2,2,5,1,8
150000,2,1,2,28,0,5415,4522,902.5,753.6666666666666,-7,-1.1666666666666667,0,0,0,0,5,1,6
250000,2,3,2,29,0,35143,63257,5857.166666666667,10542.833333333334,-8,-1.3333333333333333,0,0,2,2,8,6,0
100000,2,2,2,24,1,153852,92742,25642.0,15457.0,5,0.8333333333333334,0,0,2,2,6,7,3
320000,1,1,1,43,1,113838,15000,18973.0,2500.0,-1,-0.16666666666666666,0,0,0,0,4,4,1
50000,1,3,2,31,0,154834,4165,25805.666666666668,694.1666666666666,0,0.0,0,0,0,0,4,4,0
90000,2,1,2,28,1,374398,20000,62399.666666666664,3333.3333333333335,9,1.5,3,3,0,0,6,7,6
250000,1,2,2,42,0,1352892,54000,225482.0,9000.0,0,0.0,4,4,2,2,4,4,9
120000,2,2,2,27,0,505371,135593,84228.5,22598.833333333332,0,0.0,1,1,1,1,4,4,6
140000,2,3,2,24,0,566265,24436,94377.5,4072.6666666666665,0,0.0,1,1,0,0,4,4,3
330000,2,1,2,34,0,180257,81523,30042.833333333332,13587.166666666666,-2,-0.3333333333333333,3,3,2,2,2,9,8
500000,1,1,1,33,0,20418,12018,3403.0,2003.0,-4,-0.6666666666666666,0,0,0,0,2,9,8
30000,1,2,2,24,0,5527,2340,921.1666666666666,390.0,-1,-0.16666666666666666,0,0,0,0,4,4,3
80000,1,1,1,41,1,495075,25000,82512.5,4166.666666666667,12,2.0,1,1,0,0,3,3,9
320000,1,1,1,40,0,6854,6890,1142.3333333333333,1148.3333333333333,-4,-0.6666666666666666,0,0,0,0,2,9,9
200000,2,2,2,36,1,472529,18600,78754.83333333333,3100.0,12,2.0,1,1,0,0,3,3,4
240000,2,2,2,39,0,1027436,29000,171239.33333333334,4833.333333333333,3,0.5,4,4,0,0,1,0,9
30000,1,2,1,54,0,61714,6887,10285.666666666666,1147.8333333333333,5,0.8333333333333334,0,0,0,0,6,7,2
20000,1,2,2,33,0,28599,9779,4766.5,1629.8333333333333,-4,-0.6666666666666666,0,0,0,0,2,9,8
130000,2,1,2,32,0,543599,28559,90599.83333333333,4759.833333333333,2,0.3333333333333333,1,1,0,0,1,0,8
190000,1,3,1,38,0,605484,24000,100914.0,4000.0,0,0.0,1,1,0,0,4,4,4
470000,2,1,1,46,0,287753,34000,47958.833333333336,5666.666666666667,2,0.3333333333333333,3,3,0,0,1,0,1
50000,2,1,2,29,0,107866,9146,17977.666666666668,1524.3333333333333,4,0.6666666666666666,0,0,0,0,1,0,0
250000,2,2,1,33,0,43793,11290,7298.833333333333,1881.6666666666667,0,0.0,0,0,0,0,4,4,8
500000,2,1,1,45,0,1353831,118855,225638.5,19809.166666666668,0,0.0,4,4,2,2,4,4,1
500000,1,1,2,28,0,802273,111443,133712.16666666666,18573.833333333332,2,0.3333333333333333,1,1,2,2,1,0,6
60000,2,1,2,25,0,94232,5600,15705.333333333334,933.3333333333334,0,0.0,0,0,0,0,4,4,3
20000,1,2,1,61,1,83161,3846,13860.166666666666,641.0,12,2.0,0,0,0,0,3,3,7
50000,1,2,1,50,0,36750,5000,6125.0,833.3333333333334,-6,-1.0,0,0,0,0,5,1,5
20000,1,2,1,45,1,136894,9219,22815.666666666668,1536.5,4,0.6666666666666666,0,0,0,0,1,0,1
140000,1,1,2,27,0,57197,18800,9532.833333333334,3133.3333333333335,0,0.0,0,0,0,0,4,4,6
80000,2,2,1,53,0,201325,8162,33554.166666666664,1360.3333333333333,0,0.0,3,3,0,0,4,4,2
110000,2,2,1,29,0,640413,25818,106735.5,4303.0,2,0.3333333333333333,1,1,0,0,1,0,0
360000,2,1,2,39,0,72802,72338,12133.666666666666,12056.333333333334,-12,-2.0,0,0,2,2,0,2,9
50000,2,-1,2,21,0,38518,13000,6419.666666666667,2166.6666666666665,0,0.0,0,0,0,0,4,4,3
380000,1,1,1,52,0,7535,5398,1255.8333333333333,899.6666666666666,-5,-0.8333333333333334,0,0,0,0,5,1,5
50000,2,2,1,38,0,137920,100234,22986.666666666668,16705.666666666668,-3,-0.5,0,0,2,2,2,9,4
300000,2,2,1,49,0,18796,37005,3132.6666666666665,6167.5,-3,-0.5,0,0,0,0,2,9,5
360000,1,1,1,29,0,168250,6478,28041.666666666668,1079.6666666666667,-1,-0.16666666666666666,3,3,0,0,4,4,0
60000,2,2,2,23,0,177125,8966,29520.833333333332,1494.3333333333333,4,0.6666666666666666,3,3,0,0,1,0,3
30000,1,2,2,29,0,25630,20830,4271.666666666667,3471.6666666666665,-3,-0.5,0,0,0,0,2,9,0
120000,1,1,2,28,0,91689,10116,15281.5,1686.0,4,0.6666666666666666,0,0,0,0,1,0,6
50000,2,1,2,26,0,31164,29775,5194.0,4962.5,-6,-1.0,0,0,0,0,5,1,6
150000,2,2,1,40,0,140829,102416,23471.5,17069.333333333332,-1,-0.16666666666666666,0,0,2,2,4,4,9
50000,2,2,2,23,1,4412,464,735.3333333333334,77.33333333333333,-3,-0.5,0,0,0,0,2,9,3
50000,2,2,2,23,0,240430,14435,40071.666666666664,2405.8333333333335,0,0.0,3,3,0,0,4,4,3
50000,2,2,1,39,1,2340,2340,390.0,390.0,-6,-1.0,0,0,0,0,5,1,9
190000,1,2,1,37,0,182915,2170,30485.833333333332,361.6666666666667,1,0.16666666666666666,3,3,0,0,4,4,4
310000,2,2,1,37,0,253323,9632,42220.5,1605.3333333333333,0,0.0,3,3,0,0,4,4,4
110000,1,3,2,49,0,478206,37067,79701.0,6177.833333333333,0,0.0,1,1,0,0,4,4,5
160000,2,2,1,27,0,282350,7179,47058.333333333336,1196.5,-1,-0.16666666666666666,3,3,0,0,4,4,6
200000,2,1,2,32,0,1229452,51450,204908.66666666666,8575.0,2,0.3333333333333333,4,4,2,2,1,0,8
300000,1,1,2,29,0,4176,4176,696.0,696.0,-6,-1.0,0,0,0,0,5,1,0
150000,2,2,2,28,0,489000,19141,81500.0,3190.1666666666665,0,0.0,1,1,0,0,4,4,6
90000,1,-1,1,57,0,585,585,97.5,97.5,-11,-1.8333333333333333,0,0,0,0,0,2,2
210000,2,1,2,26,0,185097,158925,30849.5,26487.5,-1,-0.16666666666666666,3,3,1,1,4,4,6
360000,2,1,1,33,0,78969,88173,13161.5,14695.5,-6,-1.0,0,0,2,2,5,1,8
150000,1,1,2,28,1,22521,59082,3753.5,9847.0,-2,-0.3333333333333333,0,0,2,2,2,9,6
100000,2,2,1,34,0,1508,1479,251.33333333333334,246.5,-1,-0.16666666666666666,0,0,0,0,4,4,8
180000,2,1,2,26,0,24689,20377,4114.833333333333,3396.1666666666665,-12,-2.0,0,0,0,0,0,2,6
270000,1,2,1,39,0,647822,43496,107970.33333333333,7249.333333333333,0,0.0,1,1,2,2,4,4,9
60000,1,2,2,53,0,255836,15000,42639.333333333336,2500.0,0,0.0,3,3,0,0,4,4,2
220000,2,2,1,33,1,1179286,34203,196547.66666666666,5700.5,4,0.6666666666666666,4,4,0,0,1,0,8
200000,1,1,2,60,0,89838,77195,14973.0,12865.833333333334,-6,-1.0,0,0,2,2,5,1,7
120000,2,2,2,54,0,87475,10782,14579.166666666666,1797.0,0,0.0,0,0,0,0,4,4,2
500000,1,1,2,43,0,391121,422432,65186.833333333336,70405.33333333333,-6,-1.0,3,3,3,3,5,1,1
50000,1,-1,2,26,0,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,6
30000,1,-1,2,38,0,27060,1500,4510.0,250.0,-8,-1.3333333333333333,0,0,0,0,8,6,4
50000,1,2,1,35,0,204891,38729,34148.5,6454.833333333333,-1,-0.16666666666666666,3,3,0,0,4,4,8
20000,2,2,1,50,1,4209,2649,701.5,441.5,3,0.5,0,0,0,0,1,0,5
240000,2,1,2,27,0,117231,26940,19538.5,4490.0,3,0.5,0,0,0,0,1,0,6
30000,1,1,2,28,1,75808,6408,12634.666666666666,1068.0,2,0.3333333333333333,0,0,0,0,1,0,6
70000,2,3,1,45,0,357634,12615,59605.666666666664,2102.5,0,0.0,3,3,0,0,4,4,1
50000,2,3,1,25,1,169768,27513,28294.666666666668,4585.5,1,0.16666666666666666,3,3,0,0,4,4,3
500000,2,1,2,28,1,549641,37151,91606.83333333333,6191.833333333333,4,0.6666666666666666,1,1,0,0,1,0,6
170000,1,1,1,41,0,252308,41282,42051.333333333336,6880.333333333333,0,0.0,3,3,2,2,4,4,9
20000,2,3,2,22,0,1560,1170,260.0,195.0,-7,-1.1666666666666667,0,0,0,0,5,1,3
100000,2,2,2,27,0,529447,21551,88241.16666666667,3591.8333333333335,0,0.0,1,1,0,0,4,4,6
20000,1,1,2,23,0,111331,7672,18555.166666666668,1278.6666666666667,5,0.8333333333333334,0,0,0,0,6,7,3
210000,1,3,2,27,0,107237,100883,17872.833333333332,16813.833333333332,-4,-0.6666666666666666,0,0,2,2,2,9,6
50000,1,1,1,41,1,156990,4206,26165.0,701.0,3,0.5,0,0,0,0,1,0,9
